Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,price,currency,terms,section
180661,Front of Store,No,Clothing,Yes,1041,Zara,129,USD,jackets,MAN
186681,End-cap,No,Clothing,Yes,1717,Zara,19.99,USD,jackets,MAN
133183,Front of Store,Yes,Clothing,Yes,2859,Zara,89.9,USD,jackets,MAN
173508,Aisle,Yes,Clothing,No,1658,Zara,129,USD,jackets,MAN
187930,End-cap,No,Clothing,Yes,706,Zara,89.9,USD,jackets,MAN
124088,End-cap,Yes,Clothing,Yes,2065,Zara,79.9,USD,jackets,MAN
190238,Front of Store,No,Clothing,Yes,1917,Zara,89.9,USD,jackets,MAN
151925,End-cap,Yes,Clothing,Yes,2179,Zara,299,USD,jackets,MAN
163234,Front of Store,No,Clothing,No,1633,Zara,89.9,USD,jackets,MAN
135610,Aisle,Yes,Clothing,Yes,1513,Zara,109,USD,jackets,MAN
117065,Aisle,Yes,Clothing,Yes,758,Zara,109,USD,jackets,MAN
149315,End-cap,Yes,Clothing,No,718,Zara,109,USD,jackets,MAN
149510,Aisle,No,Clothing,Yes,1412,Zara,59.9,USD,jackets,MAN
137990,Aisle,No,Clothing,No,2929,Zara,29.99,USD,jackets,MAN
154016,End-cap,Yes,Clothing,Yes,2366,Zara,189,USD,jackets,MAN
117751,Aisle,No,Clothing,No,2749,Zara,89.9,USD,jackets,MAN
182362,Front of Store,No,Clothing,No,2019,Zara,69.9,USD,jackets,MAN
117725,Aisle,No,Clothing,Yes,1506,Zara,109,USD,jackets,MAN
145289,End-cap,No,Clothing,No,1012,Zara,109,USD,jackets,MAN
175059,Aisle,Yes,Clothing,No,2170,Zara,49.9,USD,jackets,MAN
199368,Front of Store,No,Clothing,Yes,1061,Zara,139,USD,jackets,MAN
162883,Front of Store,Yes,Clothing,No,786,Zara,139,USD,jackets,MAN
135490,Front of Store,No,Clothing,No,1094,Zara,139,USD,jackets,MAN
125408,End-cap,Yes,Clothing,Yes,2220,Zara,89.9,USD,jackets,MAN
134763,Front of Store,No,Clothing,Yes,2048,Zara,89.9,USD,jackets,MAN
143231,Aisle,No,Clothing,No,2578,Zara,89.9,USD,jackets,MAN
125409,End-cap,Yes,Clothing,No,2040,Zara,89.9,USD,jackets,MAN
183074,Aisle,No,Clothing,No,2791,Zara,89.9,USD,jackets,MAN
147947,Aisle,Yes,Clothing,Yes,1249,Zara,89.9,USD,jackets,MAN
174171,Front of Store,Yes,Clothing,Yes,2273,Zara,89.9,USD,jackets,MAN
183064,Front of Store,Yes,Clothing,No,1773,Zara,89.9,USD,jackets,MAN
177131,Aisle,Yes,Clothing,Yes,1733,Zara,69.9,USD,jackets,MAN
128179,End-cap,Yes,Clothing,No,2060,Zara,89.9,USD,jackets,MAN
152723,Aisle,No,Clothing,Yes,2849,Zara,169,USD,jackets,MAN
123824,Aisle,Yes,Clothing,No,2277,Zara,169,USD,jackets,MAN
166345,Aisle,No,Clothing,Yes,1135,Zara,69.9,USD,jackets,MAN
199279,Aisle,No,Clothing,No,1770,Zara,19.99,USD,jackets,MAN
167981,End-cap,No,Clothing,No,730,Zara,139,USD,jackets,MAN
146839,Aisle,No,Clothing,No,1525,Zara,109,USD,jackets,MAN
187180,Front of Store,No,Clothing,Yes,647,Zara,109,USD,jackets,MAN
167640,End-cap,Yes,Clothing,Yes,1017,Zara,109,USD,jackets,MAN
165158,Front of Store,No,Clothing,No,1622,Zara,109,USD,jackets,MAN
111521,Front of Store,Yes,Clothing,Yes,2553,Zara,99.9,USD,jackets,MAN
120228,End-cap,No,Clothing,No,2347,Zara,89.9,USD,jackets,MAN
133078,Aisle,No,Clothing,Yes,2535,Zara,69.9,USD,jackets,MAN
137598,Aisle,No,Clothing,Yes,2839,Zara,139,USD,jackets,MAN
138779,Front of Store,Yes,Clothing,Yes,2801,Zara,139,USD,jackets,MAN
198329,Front of Store,Yes,Clothing,Yes,628,Zara,109,USD,jackets,MAN
110295,End-cap,Yes,Clothing,No,1448,Zara,129,USD,jackets,MAN
196427,Aisle,Yes,Clothing,No,1401,Zara,169,USD,jackets,MAN
110075,Front of Store,Yes,Clothing,Yes,2185,Zara,159,USD,jackets,MAN
132322,Front of Store,Yes,Clothing,No,2135,Zara,12.99,USD,jackets,MAN
199631,Front of Store,Yes,Clothing,No,1269,Zara,89.9,USD,jackets,MAN
182306,Front of Store,No,Clothing,No,2805,Zara,89.9,USD,jackets,MAN
194915,Aisle,Yes,Clothing,No,1796,Zara,79.9,USD,jackets,MAN
131298,End-cap,Yes,Clothing,No,2133,Zara,69.9,USD,jackets,MAN
168571,Aisle,No,Clothing,No,1778,Zara,89.9,USD,jackets,MAN
154224,End-cap,Yes,Clothing,No,2474,Zara,89.9,USD,jackets,MAN
171061,Aisle,No,Clothing,Yes,2032,Zara,59.9,USD,jackets,MAN
119049,Aisle,No,Clothing,Yes,1659,Zara,89.9,USD,jackets,MAN
158781,End-cap,Yes,Clothing,Yes,2443,Zara,69.9,USD,jackets,MAN
151438,Aisle,No,Clothing,Yes,1137,Zara,69.9,USD,jackets,MAN
152871,End-cap,No,Clothing,Yes,1847,Zara,69.9,USD,jackets,MAN
126806,End-cap,Yes,Clothing,Yes,2404,Zara,109,USD,jackets,MAN
134104,End-cap,No,Clothing,Yes,1466,Zara,59.9,USD,jackets,MAN
120266,Front of Store,No,Clothing,No,2328,Zara,59.9,USD,jackets,MAN
173550,End-cap,No,Clothing,Yes,1431,Zara,59.9,USD,jackets,MAN
175927,End-cap,No,Clothing,Yes,1506,Zara,109,USD,jackets,MAN
154278,End-cap,No,Clothing,Yes,2749,Zara,89.9,USD,jackets,MAN
183537,Front of Store,Yes,Clothing,Yes,2434,Zara,19.99,USD,jackets,MAN
150424,Front of Store,No,Clothing,Yes,2067,Zara,79.9,USD,jackets,MAN
183825,Aisle,Yes,Clothing,Yes,2989,Zara,19.99,USD,jackets,MAN
144012,Front of Store,Yes,Clothing,No,743,Zara,59.9,USD,jackets,MAN
147051,Front of Store,No,Clothing,No,2325,Zara,109,USD,jackets,MAN
185800,End-cap,No,Clothing,Yes,1841,Zara,109,USD,jackets,MAN
197524,Aisle,Yes,Clothing,Yes,2231,Zara,49.9,USD,jackets,MAN
148823,Aisle,No,Clothing,Yes,2211,Zara,89.9,USD,shoes,MAN
114550,End-cap,No,Clothing,No,2114,Zara,69.9,USD,shoes,MAN
125398,Aisle,Yes,Clothing,Yes,1350,Zara,69.9,USD,shoes,MAN
123985,End-cap,No,Clothing,No,2240,Zara,69.9,USD,shoes,MAN
186638,End-cap,Yes,Clothing,No,1296,Zara,59.9,USD,shoes,MAN
167281,End-cap,Yes,Clothing,Yes,892,Zara,59.9,USD,shoes,MAN
118578,End-cap,No,Clothing,Yes,1678,Zara,49.9,USD,shoes,MAN
174041,End-cap,No,Clothing,No,2016,Zara,49.9,USD,shoes,MAN
127644,Front of Store,No,Clothing,Yes,1498,Zara,45.9,USD,shoes,MAN
132007,Aisle,No,Clothing,Yes,2491,Zara,9.99,USD,shoes,MAN
147998,Aisle,No,Clothing,No,2556,Zara,9.99,USD,shoes,MAN
176666,Aisle,Yes,Clothing,No,2852,Zara,45.9,USD,shoes,MAN
193686,Aisle,Yes,Clothing,No,1899,Zara,99.9,USD,shoes,MAN
163610,Front of Store,Yes,Clothing,No,2466,Zara,89.9,USD,shoes,MAN
170364,Aisle,No,Clothing,No,818,Zara,45.9,USD,shoes,MAN
167599,Aisle,No,Clothing,No,1500,Zara,59.9,USD,shoes,MAN
166421,End-cap,Yes,Clothing,No,2878,Zara,79.9,USD,shoes,MAN
129247,Front of Store,Yes,Clothing,No,2386,Zara,69.9,USD,shoes,MAN
127314,End-cap,Yes,Clothing,Yes,2076,Zara,99.9,USD,shoes,MAN
111979,Front of Store,No,Clothing,No,2734,Zara,59.9,USD,shoes,MAN
120354,Aisle,Yes,Clothing,No,2836,Zara,59.9,USD,shoes,MAN
144848,Front of Store,No,Clothing,No,2193,Zara,89.9,USD,shoes,MAN
111957,Aisle,Yes,Clothing,No,2164,Zara,89.9,USD,shoes,MAN
160763,Front of Store,Yes,Clothing,Yes,991,Zara,45.9,USD,shoes,MAN
168270,End-cap,Yes,Clothing,Yes,1525,Zara,69.9,USD,shoes,MAN
195082,Front of Store,No,Clothing,No,923,Zara,69.9,USD,shoes,MAN
110329,Front of Store,No,Clothing,Yes,2397,Zara,69.9,USD,shoes,MAN
147449,End-cap,No,Clothing,No,1191,Zara,69.9,USD,shoes,MAN
193332,Aisle,Yes,Clothing,No,1237,Zara,49.9,USD,shoes,MAN
146804,Aisle,Yes,Clothing,No,1504,Zara,69.9,USD,shoes,MAN
188909,Aisle,Yes,Clothing,Yes,2863,Zara,39.9,USD,sweaters,WOMAN
165910,End-cap,Yes,Clothing,No,2760,Zara,69.9,USD,sweaters,WOMAN
136738,Front of Store,No,Clothing,Yes,542,Zara,7.99,USD,sweaters,WOMAN
144497,End-cap,Yes,Clothing,Yes,1105,Zara,49.9,USD,sweaters,WOMAN
135036,End-cap,Yes,Clothing,No,1435,Zara,49.9,USD,sweaters,WOMAN
166331,Aisle,Yes,Clothing,Yes,2877,Zara,59.9,USD,sweaters,WOMAN
139789,Aisle,No,Clothing,Yes,1094,Zara,69.9,USD,sweaters,WOMAN
118569,Aisle,No,Clothing,Yes,994,Zara,49.9,USD,sweaters,WOMAN
155848,End-cap,Yes,Clothing,No,1942,Zara,49.9,USD,sweaters,WOMAN
152563,Front of Store,No,Clothing,Yes,2572,Zara,169,USD,sweaters,WOMAN
115153,Aisle,No,Clothing,No,1736,Zara,79.9,USD,sweaters,WOMAN
125938,Aisle,Yes,Clothing,Yes,1204,Zara,49.9,USD,sweaters,WOMAN
122809,End-cap,No,Clothing,Yes,1592,Zara,49.9,USD,sweaters,WOMAN
181502,Front of Store,Yes,Clothing,No,2591,Zara,39.9,USD,sweaters,WOMAN
182779,End-cap,Yes,Clothing,Yes,2097,Zara,35.9,USD,sweaters,WOMAN
155674,Front of Store,No,Clothing,No,897,Zara,49.9,USD,sweaters,WOMAN
182866,Aisle,No,Clothing,Yes,1552,Zara,39.9,USD,sweaters,WOMAN
148230,Front of Store,Yes,Clothing,No,2494,Zara,59.9,USD,sweaters,WOMAN
126979,Front of Store,No,Clothing,No,2141,Zara,49.9,USD,sweaters,WOMAN
135521,End-cap,No,Clothing,Yes,2835,Zara,39.9,USD,sweaters,WOMAN
185809,End-cap,No,Clothing,No,622,Zara,49.9,USD,sweaters,WOMAN
171520,End-cap,Yes,Clothing,Yes,2901,Zara,47.9,USD,sweaters,WOMAN
122926,End-cap,No,Clothing,No,867,Zara,45.9,USD,sweaters,WOMAN
150953,Front of Store,Yes,Clothing,Yes,2434,Zara,35.9,USD,sweaters,WOMAN
115873,End-cap,Yes,Clothing,Yes,2606,Zara,59.9,USD,sweaters,WOMAN
115581,Aisle,No,Clothing,Yes,2728,Zara,47.9,USD,sweaters,WOMAN
183634,Front of Store,Yes,Clothing,Yes,2778,Zara,27.9,USD,sweaters,WOMAN
122484,Aisle,Yes,Clothing,Yes,558,Zara,47.9,USD,sweaters,WOMAN
183574,Aisle,Yes,Clothing,Yes,1752,Zara,47.9,USD,sweaters,WOMAN
185307,Front of Store,No,Clothing,Yes,2743,Zara,7.99,USD,sweaters,WOMAN
118719,End-cap,No,Clothing,Yes,1669,Zara,45.9,USD,sweaters,WOMAN
134788,Front of Store,No,Clothing,No,2179,Zara,45.9,USD,sweaters,WOMAN
140142,Front of Store,Yes,Clothing,No,606,Zara,49.9,USD,sweaters,WOMAN
153997,End-cap,No,Clothing,Yes,1608,Zara,45.9,USD,sweaters,WOMAN
123230,Aisle,No,Clothing,Yes,880,Zara,69.9,USD,jackets,MAN
154676,Aisle,No,Clothing,No,943,Zara,69.9,USD,jackets,MAN
152985,Aisle,Yes,Clothing,Yes,1049,Zara,89.9,USD,jackets,MAN
175584,Front of Store,No,Clothing,No,2084,Zara,69.9,USD,jeans,MAN
147491,End-cap,No,Clothing,No,1563,Zara,59.9,USD,jeans,MAN
198283,End-cap,Yes,Clothing,Yes,1558,Zara,69.9,USD,jeans,MAN
141547,End-cap,No,Clothing,No,1426,Zara,69.9,USD,jeans,MAN
156342,Front of Store,Yes,Clothing,Yes,1466,Zara,109,USD,jeans,MAN
186083,End-cap,No,Clothing,Yes,624,Zara,49.9,USD,jeans,MAN
171776,Aisle,Yes,Clothing,No,1685,Zara,12.99,USD,jeans,MAN
134429,Aisle,No,Clothing,No,2914,Zara,69.9,USD,jeans,MAN
172816,Aisle,No,Clothing,Yes,1524,Zara,69.9,USD,sweaters,MAN
136272,End-cap,No,Clothing,Yes,2887,Zara,12.99,USD,sweaters,MAN
193227,End-cap,Yes,Clothing,Yes,1778,Zara,69.9,USD,sweaters,MAN
165786,End-cap,No,Clothing,Yes,1278,Zara,59.9,USD,sweaters,MAN
174708,Front of Store,No,Clothing,Yes,529,Zara,59.9,USD,sweaters,MAN
142257,Aisle,Yes,Clothing,Yes,1180,Zara,19.9,USD,t-shirts,MAN
126146,Aisle,No,Clothing,No,2759,Zara,39.9,USD,t-shirts,MAN
129134,Aisle,No,Clothing,Yes,1831,Zara,29.9,USD,t-shirts,MAN
129898,End-cap,No,Clothing,No,1866,Zara,39.9,USD,t-shirts,MAN
189692,End-cap,Yes,Clothing,No,1553,Zara,39.9,USD,t-shirts,MAN
154846,End-cap,Yes,Clothing,No,917,Zara,39.9,USD,t-shirts,MAN
122307,End-cap,No,Clothing,No,702,Zara,49.9,USD,t-shirts,MAN
182099,Aisle,Yes,Clothing,No,1978,Zara,39.9,USD,t-shirts,MAN
159816,Front of Store,No,Clothing,Yes,1961,Zara,27.9,USD,t-shirts,MAN
165326,Aisle,No,Clothing,No,1188,Zara,45.9,USD,t-shirts,MAN
185154,Aisle,Yes,Clothing,No,996,Zara,39.9,USD,t-shirts,MAN
141330,Aisle,No,Clothing,Yes,1915,Zara,39.9,USD,t-shirts,MAN
158958,End-cap,No,Clothing,No,903,Zara,45.9,USD,t-shirts,MAN
155010,Aisle,Yes,Clothing,Yes,729,Zara,45.9,USD,t-shirts,MAN
135857,Aisle,No,Clothing,Yes,2045,Zara,45.9,USD,t-shirts,MAN
147690,Aisle,Yes,Clothing,No,881,Zara,39.9,USD,t-shirts,MAN
130321,End-cap,Yes,Clothing,No,2093,Zara,39.9,USD,t-shirts,MAN
196752,End-cap,No,Clothing,No,2227,Zara,45.9,USD,t-shirts,MAN
181011,Aisle,Yes,Clothing,Yes,994,Zara,89.9,USD,shoes,MAN
139967,End-cap,No,Clothing,No,2634,Zara,69.9,USD,t-shirts,MAN
162699,End-cap,No,Clothing,Yes,2732,Zara,89.9,USD,sweaters,MAN
119044,Aisle,No,Clothing,Yes,1140,Zara,169,USD,sweaters,MAN
121348,End-cap,No,Clothing,Yes,1008,Zara,169,USD,t-shirts,MAN
163982,Front of Store,No,Clothing,No,2685,Zara,69.9,USD,t-shirts,MAN
185774,End-cap,Yes,Clothing,Yes,1145,Zara,19.99,USD,t-shirts,MAN
144651,Aisle,Yes,Clothing,No,1791,Zara,139,USD,t-shirts,MAN
195103,Aisle,Yes,Clothing,No,2849,Zara,109,USD,t-shirts,MAN
123047,Aisle,No,Clothing,Yes,2985,Zara,109,USD,t-shirts,MAN
123077,Front of Store,No,Clothing,No,1603,Zara,109,USD,t-shirts,MAN
171860,Aisle,Yes,Clothing,No,707,Zara,109,USD,t-shirts,MAN
149487,Aisle,No,Clothing,Yes,1258,Zara,99.9,USD,t-shirts,MAN
168516,Front of Store,Yes,Clothing,No,2168,Zara,89.9,USD,t-shirts,MAN
177771,End-cap,Yes,Clothing,Yes,1764,Zara,69.9,USD,t-shirts,MAN
172015,End-cap,Yes,Clothing,Yes,2622,Zara,139,USD,t-shirts,MAN
118985,Aisle,No,Clothing,Yes,694,Zara,139,USD,t-shirts,MAN
112194,Aisle,Yes,Clothing,Yes,2187,Zara,109,USD,jackets,MAN
113435,Aisle,No,Clothing,Yes,2973,Zara,129,USD,jackets,MAN
159182,Front of Store,Yes,Clothing,No,1014,Zara,169,USD,jackets,MAN
199233,Aisle,Yes,Clothing,No,2222,Zara,159,USD,jackets,MAN
137044,Aisle,No,Clothing,Yes,2534,Zara,12.99,USD,jackets,MAN
154736,Front of Store,Yes,Clothing,Yes,1466,Zara,19.9,USD,jackets,MAN
141434,Front of Store,No,Clothing,Yes,2870,Zara,39.9,USD,jackets,MAN
